"movie", "categ", "winner", "name", "roleOrSong", "note", "year", "oscarNum"
"The Apartment", "CINEMATOGRAPHY (Black-and-White)", "False", "Joseph LaShelle", "", "", "1960", "(33rd)"
"The Facts of Life", "CINEMATOGRAPHY (Black-and-White)", "False", "Charles B. Lang; Jr.", "", "", "1960", "(33rd)"
"Inherit the Wind", "CINEMATOGRAPHY (Black-and-White)", "False", "Ernest Laszlo", "", "", "1960", "(33rd)"
"Psycho", "CINEMATOGRAPHY (Black-and-White)", "False", "John L. Russell", "", "", "1960", "(33rd)"
"Sons and Lovers", "CINEMATOGRAPHY (Black-and-White)", "True", "Freddie Francis", "", "", "1960", "(33rd)"
"The Alamo", "CINEMATOGRAPHY (Color)", "False", "William H. Clothier", "", "", "1960", "(33rd)"
"Butterfield 8", "CINEMATOGRAPHY (Color)", "False", "Joseph Ruttenberg; Charles Harten", "", "", "1960", "(33rd)"
"Exodus", "CINEMATOGRAPHY (Color)", "False", "Sam Leavitt", "", "", "1960", "(33rd)"
"Pepe", "CINEMATOGRAPHY (Color)", "False", "Joe MacDonald", "", "", "1960", "(33rd)"
"Spartacus", "CINEMATOGRAPHY (Color)", "True", "Russell Metty", "", "", "1960", "(33rd)"
"The Facts of Life", "COSTUME DESIGN (Black-and-White)", "True", "Edith Head; Edward Stevenson", "", "", "1960", "(33rd)"
"Never on Sunday", "COSTUME DESIGN (Black-and-White)", "False", "Deni Vachlioti", "", "", "1960", "(33rd)"
"The Rise and Fall of Legs Diamond", "COSTUME DESIGN (Black-and-White)", "False", "Howard Shoup", "", "", "1960", "(33rd)"
"Seven Thieves", "COSTUME DESIGN (Black-and-White)", "False", "Bill Thomas", "", "", "1960", "(33rd)"
"The Virgin Spring", "COSTUME DESIGN (Black-and-White)", "False", "Marik Vos", "", "", "1960", "(33rd)"
"Can-Can", "COSTUME DESIGN (Color)", "False", "Irene Sharaff", "", "", "1960", "(33rd)"
"Midnight Lace", "COSTUME DESIGN (Color)", "False", "Irene", "", "", "1960", "(33rd)"
"Pepe", "COSTUME DESIGN (Color)", "False", "Edith Head", "", "", "1960", "(33rd)"
"Spartacus", "COSTUME DESIGN (Color)", "True", "Valles; Bill Thomas", "", "", "1960", "(33rd)"
"Sunrise at Campobello", "COSTUME DESIGN (Color)", "False", "Marjorie Best", "", "", "1960", "(33rd)"
"The Apartment", "DIRECTING", "True", "Billy Wilder", "", "", "1960", "(33rd)"
"Never on Sunday", "DIRECTING", "False", "Jules Dassin", "", "", "1960", "(33rd)"
"Psycho", "DIRECTING", "False", "Alfred Hitchcock", "", "", "1960", "(33rd)"
"Sons and Lovers", "DIRECTING", "False", "Jack Cardiff", "", "", "1960", "(33rd)"
"The Sundowners", "DIRECTING", "False", "Fred Zinnemann", "", "", "1960", "(33rd)"
"The Horse with the Flying Tail", "DOCUMENTARY (Feature)", "True", "Larry Lansburgh; Producer", "", "", "1960", "(33rd)"
"Rebel in Paradise", "DOCUMENTARY (Feature)", "False", "Robert D. Fraser; Producer", "", "", "1960", "(33rd)"
"Beyond Silence", "DOCUMENTARY (Short Subject)", "False", "United States Information Agency", "", "", "1960", "(33rd)"
"A City Called Copenhagen", "DOCUMENTARY (Short Subject)", "False", "Statens Filmcentral; The Danish Government Film Office", "", "", "1960", "(33rd)"
"George Grosz' Interregnum", "DOCUMENTARY (Short Subject)", "False", "Charles Carey and Altina Carey; Producers", "", "", "1960", "(33rd)"
"Giuseppina", "DOCUMENTARY (Short Subject)", "True", "James Hill; Producer", "", "", "1960", "(33rd)"
"Universe", "DOCUMENTARY (Short Subject)", "False", "Colin Low; Producer", "", "", "1960", "(33rd)"
"The Alamo", "FILM EDITING", "False", "Stuart Gilmore", "", "", "1960", "(33rd)"
"The Apartment", "FILM EDITING", "True", "Daniel Mandell", "", "", "1960", "(33rd)"
"Inherit the Wind", "FILM EDITING", "False", "Frederic Knudtson", "", "", "1960", "(33rd)"
"Pepe", "FILM EDITING", "False", "Viola Lawrence; Al Clark", "", "", "1960", "(33rd)"
"Spartacus", "FILM EDITING", "False", "Robert Lawrence", "", "", "1960", "(33rd)"
"Kapo", "FOREIGN LANGUAGE FILM", "False", "Italy", "", "", "1960", "(33rd)"
"La V?rit?", "FOREIGN LANGUAGE FILM", "False", "France", "", "", "1960", "(33rd)"
"Macario", "FOREIGN LANGUAGE FILM", "False", "Mexico", "", "", "1960", "(33rd)"
"The Ninth Circle", "FOREIGN LANGUAGE FILM", "False", "Yugoslavia", "", "", "1960", "(33rd)"
"The Virgin Spring", "FOREIGN LANGUAGE FILM", "True", "Sweden", "", "", "1960", "(33rd)"
"The Alamo", "MUSIC (Music Score of a Dramatic or Comedy Picture)", "False", "Dimitri Tiomkin", "", "", "1960", "(33rd)"
"Elmer Gantry", "MUSIC (Music Score of a Dramatic or Comedy Picture)", "False", "Andre Previn", "", "", "1960", "(33rd)"
"Exodus", "MUSIC (Music Score of a Dramatic or Comedy Picture)", "True", "Ernest Gold", "", "", "1960", "(33rd)"
"The Magnificent Seven", "MUSIC (Music Score of a Dramatic or Comedy Picture)", "False", "Elmer Bernstein", "", "", "1960", "(33rd)"
"Spartacus", "MUSIC (Music Score of a Dramatic or Comedy Picture)", "False", "Alex North", "", "", "1960", "(33rd)"
"Bells Are Ringing", "MUSIC (Scoring of a Musical Picture)", "False", "Andre Previn", "", "", "1960", "(33rd)"
"Can-Can", "MUSIC (Scoring of a Musical Picture)", "False", "Nelson Riddle", "", "", "1960", "(33rd)"
"Let's Make Love", "MUSIC (Scoring of a Musical Picture)", "False", "Lionel Newman; Earle H. Hagen", "", "", "1960", "(33rd)"
"Pepe", "MUSIC (Scoring of a Musical Picture)", "False", "Johnny Green", "", "", "1960", "(33rd)"
"Song without End (The Story of Franz Liszt)", "MUSIC (Scoring of a Musical Picture)", "True", "Morris Stoloff; Harry Sukman", "", "", "1960", "(33rd)"
"The Facts of Life", "MUSIC (Song)", "False", "Music and Lyrics by Johnny Mercer", "The Facts of Life", "", "1960", "(33rd)"
"Pepe", "MUSIC (Song)", "False", "Music by Andre Previn; Lyrics by Dory Langdon", "Faraway Part of Town", "", "1960", "(33rd)"
"The Alamo", "MUSIC (Song)", "False", "Music by Dimitri Tiomkin; Lyrics by Paul Francis Webster", "The Green Leaves of Summer", "", "1960", "(33rd)"
"Never on Sunday", "MUSIC (Song)", "True", "Music and Lyrics by Manos Hadjidakis", "Never On Sunday", "", "1960", "(33rd)"
"High Time", "MUSIC (Song)", "False", "Music by James Van Heusen; Lyrics by Sammy Cahn", "The Second Time Around", "", "1960", "(33rd)"
"The Alamo", "BEST MOTION PICTURE", "False", "John Wayne; Producer", "", "", "1960", "(33rd)"
"The Apartment", "BEST MOTION PICTURE", "True", "Billy Wilder; Producer", "", "", "1960", "(33rd)"
"Elmer Gantry", "BEST MOTION PICTURE", "False", "Bernard Smith; Producer", "", "", "1960", "(33rd)"
"Sons and Lovers", "BEST MOTION PICTURE", "False", "Jerry Wald; Producer", "", "", "1960", "(33rd)"
"The Sundowners", "BEST MOTION PICTURE", "False", "Fred Zinnemann; Producer", "", "", "1960", "(33rd)"
"Goliath II", "SHORT SUBJECT (Cartoon)", "False", "Walt Disney; Producer", "", "", "1960", "(33rd)"
"High Note", "SHORT SUBJECT (Cartoon)", "False", "Warner Bros.", "", "", "1960", "(33rd)"
"Mouse and Garden", "SHORT SUBJECT (Cartoon)", "False", "Warner Bros.", "", "", "1960", "(33rd)"
"Munro", "SHORT SUBJECT (Cartoon)", "True", "William L. Snyder; Producer", "", "", "1960", "(33rd)"
"A Place in the Sun", "SHORT SUBJECT (Cartoon)", "False", "Frantisek Vystrecil; Producer", "", "", "1960", "(33rd)"
"The Creation of Woman", "SHORT SUBJECT (Live Action)", "False", "Charles F. Schwep and Ismail Merchant; Producers", "", "", "1960", "(33rd)"
"Day of the Painter", "SHORT SUBJECT (Live Action)", "True", "Ezra R. Baker; Producer", "", "", "1960", "(33rd)"
"Islands of the Sea", "SHORT SUBJECT (Live Action)", "False", "Walt Disney; Producer", "", "", "1960", "(33rd)"
"A Sport Is Born", "SHORT SUBJECT (Live Action)", "False", "Leslie Winik; Producer", "", "", "1960", "(33rd)"
"The Alamo", "SOUND", "True", "Samuel Goldwyn Studio Sound Department; Gordon E. Sawyer; Sound Director; and Todd-AO Sound Department; Fred Hynes; Sound Director", "", "", "1960", "(33rd)"
"The Apartment", "SOUND", "False", "Samuel Goldwyn Studio Sound Department; Gordon E. Sawyer; Sound Director", "", "", "1960", "(33rd)"
"Cimarron", "SOUND", "False", "Metro-Goldwyn-Mayer Studio Sound Department; Franklin E. Milton; Sound Director", "", "", "1960", "(33rd)"
"Pepe", "SOUND", "False", "Columbia Studio Sound Department; Charles Rice; Sound Director", "", "", "1960", "(33rd)"
"Sunrise at Campobello", "SOUND", "False", "Warner Bros. Studio Sound Department; George R. Groves; Sound Director", "", "", "1960", "(33rd)"
"The Last Voyage", "SPECIAL EFFECTS", "False", "Visual Effects by A.J. Lohman", "", "", "1960", "(33rd)"
"The Time Machine", "SPECIAL EFFECTS", "True", "Visual Effects by Gene Warren; Tim Baar", "", "", "1960", "(33rd)"
"Elmer Gantry", "WRITING (Screenplay--based on material from another medium)", "True", "Richard Brooks", "", "", "1960", "(33rd)"
"Inherit the Wind", "WRITING (Screenplay--based on material from another medium)", "False", "Nedrick Young; Harold Jacob Smith", "", "[NOTE: Upon request of his widow and upon recommendation of the Writers Branch Executive Committee; the Board of Governors voted on June 22; 1993; to restore the name of Nedrick Young to the nominations and award presented to Nathan E. Douglas (Mr. Young's pseudonym during the blacklisting period).]", "1960", "(33rd)"
"Sons and Lovers", "WRITING (Screenplay--based on material from another medium)", "False", "Gavin Lambert; T. E. B. Clarke", "", "", "1960", "(33rd)"
"The Sundowners", "WRITING (Screenplay--based on material from another medium)", "False", "Isobel Lennart", "", "", "1960", "(33rd)"
"Tunes of Glory", "WRITING (Screenplay--based on material from another medium)", "False", "James Kennaway", "", "", "1960", "(33rd)"
"The Angry Silence", "WRITING (Story and Screenplay--written directly for the screen)", "False", "Story by Richard Gregson; Michael Craig; Screenplay by Bryan Forbes", "", "", "1960", "(33rd)"
"The Apartment", "WRITING (Story and Screenplay--written directly for the screen)", "True", "Billy Wilder; I. A. L. Diamond", "", "", "1960", "(33rd)"
"The Facts of Life", "WRITING (Story and Screenplay--written directly for the screen)", "False", "Norman Panama; Melvin Frank", "", "", "1960", "(33rd)"
"Hiroshima; Mon Amour", "WRITING (Story and Screenplay--written directly for the screen)", "False", "Marguerite Duras", "", "", "1960", "(33rd)"
"Never on Sunday", "WRITING (Story and Screenplay--written directly for the screen)", "False", "Jules Dassin", "", "", "1960", "(33rd)"
"Fanny", "ACTOR", "False", "Charles Boyer", "C?sar", "", "1961", "(34th)"
"The Hustler", "ACTOR", "False", "Paul Newman", "Eddie Felson", "", "1961", "(34th)"
"Judgment at Nuremberg", "ACTOR", "True", "Maximilian Schell", "Hans Rolfe", "", "1961", "(34th)"
"Judgment at Nuremberg", "ACTOR", "False", "Spencer Tracy", "Judge Dan Haywood", "", "1961", "(34th)"
"The Mark", "ACTOR", "False", "Stuart Whitman", "Jim Fuller", "", "1961", "(34th)"
"West Side Story", "ACTOR IN A SUPPORTING ROLE", "True", "George Chakiris", "Bernardo", "", "1961", "(34th)"
"Judgment at Nuremberg", "ACTOR IN A SUPPORTING ROLE", "False", "Montgomery Clift", "Rudolph Peterson", "", "1961", "(34th)"
"Pocketful of Miracles", "ACTOR IN A SUPPORTING ROLE", "False", "Peter Falk", "Joy Boy", "", "1961", "(34th)"
"The Hustler", "ACTOR IN A SUPPORTING ROLE", "False", "Jackie Gleason", "Minnesota Fats", "", "1961", "(34th)"
"The Hustler", "ACTOR IN A SUPPORTING ROLE", "False", "George C. Scott", "Bert Gordon", "", "1961", "(34th)"
"Breakfast at Tiffany's", "ACTRESS", "False", "Audrey Hepburn", "Holly Golightly", "", "1961", "(34th)"
"The Hustler", "ACTRESS", "False", "Piper Laurie", "Sarah Packard", "", "1961", "(34th)"
"Two Women", "ACTRESS", "True", "Sophia Loren", "Cesira", "", "1961", "(34th)"
"Summer and Smoke", "ACTRESS", "False", "Geraldine Page", "Alma Winemiller", "", "1961", "(34th)"
"Splendor in the Grass", "ACTRESS", "False", "Natalie Wood", "Wilma Dean Loomis", "", "1961", "(34th)"
"The Children's Hour", "ACTRESS IN A SUPPORTING ROLE", "False", "Fay Bainter", "Mrs. Amelia Tilford", "", "1961", "(34th)"
"Judgment at Nuremberg", "ACTRESS IN A SUPPORTING ROLE", "False", "Judy Garland", "Irene Hoffman", "", "1961", "(34th)"
"The Roman Spring of Mrs. Stone", "ACTRESS IN A SUPPORTING ROLE", "False", "Lotte Lenya", "Countess Magda Terribili-Gonzales", "", "1961", "(34th)"
"Summer and Smoke", "ACTRESS IN A SUPPORTING ROLE", "False", "Una Merkel", "Mrs. Winemiller", "", "1961", "(34th)"
"West Side Story", "ACTRESS IN A SUPPORTING ROLE", "True", "Rita Moreno", "Anita", "", "1961", "(34th)"
"The Absent Minded Professor", "ART DIRECTION (Black-and-White)", "False", "Art Direction: Carroll Clark; Set Decoration: Emile Kuri; Hal Gausman", "", "", "1961", "(34th)"
"The Children's Hour", "ART DIRECTION (Black-and-White)", "False", "Art Direction: Fernando Carrere; Set Decoration: Edward G. Boyle", "", "", "1961", "(34th)"
"The Hustler", "ART DIRECTION (Black-and-White)", "True", "Art Direction: Harry Horner; Set Decoration: Gene Callahan", "", "", "1961", "(34th)"
"Judgment at Nuremberg", "ART DIRECTION (Black-and-White)", "False", "Art Direction: Rudolph Sternad; Set Decoration: George Milo", "", "", "1961", "(34th)"
"La Dolce Vita", "ART DIRECTION (Black-and-White)", "False", "Piero Gherardi", "", "", "1961", "(34th)"
"Breakfast at Tiffany's", "ART DIRECTION (Color)", "False", "Art Direction: Hal Pereira; Roland Anderson; Set Decoration: Sam Comer; Ray Moyer", "", "", "1961", "(34th)"
"El Cid", "ART DIRECTION (Color)", "False", "Art Direction: Veniero Colasanti; John Moore", "", "", "1961", "(34th)"
"Flower Drum Song", "ART DIRECTION (Color)", "False", "Art Direction: Alexander Golitzen; Joseph Wright; Set Decoration: Howard Bristol", "", "", "1961", "(34th)"
"Summer and Smoke", "ART DIRECTION (Color)", "False", "Art Direction: Hal Pereira; Walter Tyler; Set Decoration: Sam Comer; Arthur Krams", "", "", "1961", "(34th)"
"West Side Story", "ART DIRECTION (Color)", "True", "Art Direction: Boris Leven; Set Decoration: Victor A. Gangelin", "", "", "1961", "(34th)"
"The Absent Minded Professor", "CINEMATOGRAPHY (Black-and-White)", "False", "Edward Colman", "", "", "1961", "(34th)"
"The Children's Hour", "CINEMATOGRAPHY (Black-and-White)", "False", "Franz F. Planer", "", "", "1961", "(34th)"
"The Hustler", "CINEMATOGRAPHY (Black-and-White)", "True", "Eugen Shuftan", "", "", "1961", "(34th)"
"Judgment at Nuremberg", "CINEMATOGRAPHY (Black-and-White)", "False", "Ernest Laszlo", "", "", "1961", "(34th)"
"One; Two; Three", "CINEMATOGRAPHY (Black-and-White)", "False", "Daniel L. Fapp", "", "", "1961", "(34th)"
"Fanny", "CINEMATOGRAPHY (Color)", "False", "Jack Cardiff", "", "", "1961", "(34th)"
"Flower Drum Song", "CINEMATOGRAPHY (Color)", "False", "Russell Metty", "", "", "1961", "(34th)"
"A Majority of One", "CINEMATOGRAPHY (Color)", "False", "Harry Stradling; Sr.", "", "", "1961", "(34th)"
"One-Eyed Jacks", "CINEMATOGRAPHY (Color)", "False", "Charles Lang; Jr.", "", "", "1961", "(34th)"
"West Side Story", "CINEMATOGRAPHY (Color)", "True", "Daniel L. Fapp", "", "", "1961", "(34th)"
"The Children's Hour", "COSTUME DESIGN (Black-and-White)", "False", "Dorothy Jeakins", "", "", "1961", "(34th)"
"Claudelle Inglish", "COSTUME DESIGN (Black-and-White)", "False", "Howard Shoup", "", "", "1961", "(34th)"
"Judgment at Nuremberg", "COSTUME DESIGN (Black-and-White)", "False", "Jean Louis", "", "", "1961", "(34th)"
"La Dolce Vita", "COSTUME DESIGN (Black-and-White)", "True", "Piero Gherardi", "", "", "1961", "(34th)"
"Yojimbo", "COSTUME DESIGN (Black-and-White)", "False", "Yoshiro Muraki", "", "", "1961", "(34th)"
"Babes in Toyland", "COSTUME DESIGN (Color)", "False", "Bill Thomas", "", "", "1961", "(34th)"
"Back Street", "COSTUME DESIGN (Color)", "False", "Jean Louis", "", "", "1961", "(34th)"
"Flower Drum Song", "COSTUME DESIGN (Color)", "False", "Irene Sharaff", "", "", "1961", "(34th)"
"Pocketful of Miracles", "COSTUME DESIGN (Color)", "False", "Edith Head; Walter Plunkett", "", "", "1961", "(34th)"
"West Side Story", "COSTUME DESIGN (Color)", "True", "Irene Sharaff", "", "", "1961", "(34th)"
"The Guns of Navarone", "DIRECTING", "False", "J. Lee Thompson", "", "", "1961", "(34th)"
"The Hustler", "DIRECTING", "False", "Robert Rossen", "", "", "1961", "(34th)"
"Judgment at Nuremberg", "DIRECTING", "False", "Stanley Kramer", "", "", "1961", "(34th)"
"La Dolce Vita", "DIRECTING", "False", "Federico Fellini", "", "", "1961", "(34th)"
"West Side Story", "DIRECTING", "True", "Robert Wise; Jerome Robbins", "", "", "1961", "(34th)"
"La Grande Olimpiade (Olympic Games 1960)", "DOCUMENTARY (Feature)", "False", "dell Istituto Nazionale Luce; Comitato Organizzatore Del Giochi Della XVII Olimpiade", "", "", "1961", "(34th)"
"Le Ciel et la Boue (Sky Above and Mud Beneath)", "DOCUMENTARY (Feature)", "True", "Arthur Cohn and Rene Lafuite; Producers", "", "", "1961", "(34th)"
"Breaking the Language Barrier", "DOCUMENTARY (Short Subject)", "False", "United States Air Force", "", "", "1961", "(34th)"
"Cradle of Genius", "DOCUMENTARY (Short Subject)", "False", "Jim O'Connor and Tom Hayes; Producers", "", "", "1961", "(34th)"
"Kahl", "DOCUMENTARY (Short Subject)", "False", "Dido-Film-GmbH", "", "", "1961", "(34th)"
"L'Uomo in Grigio (The Man in Gray)", "DOCUMENTARY (Short Subject)", "False", "Benedetto Benedetti; Producer", "", "", "1961", "(34th)"
"Project Hope", "DOCUMENTARY (Short Subject)", "True", "Frank P. Bibas; Producer", "", "", "1961", "(34th)"
"Fanny", "FILM EDITING", "False", "William H. Reynolds", "", "", "1961", "(34th)"
"The Guns of Navarone", "FILM EDITING", "False", "Alan Osbiston", "", "", "1961", "(34th)"
"Judgment at Nuremberg", "FILM EDITING", "False", "Frederic Knudtson", "", "", "1961", "(34th)"
"The Parent Trap", "FILM EDITING", "False", "Philip W. Anderson", "", "", "1961", "(34th)"
"West Side Story", "FILM EDITING", "True", "Thomas Stanford", "", "", "1961", "(34th)"
"Harry and the Butler", "FOREIGN LANGUAGE FILM", "False", "Denmark", "", "", "1961", "(34th)"
"Immortal Love", "FOREIGN LANGUAGE FILM", "False", "Japan", "", "", "1961", "(34th)"
"The Important Man", "FOREIGN LANGUAGE FILM", "False", "Mexico", "", "", "1961", "(34th)"
"Placido", "FOREIGN LANGUAGE FILM", "False", "Spain", "", "", "1961", "(34th)"
"Through a Glass Darkly", "FOREIGN LANGUAGE FILM", "True", "Sweden", "", "", "1961", "(34th)"
"Breakfast at Tiffany's", "MUSIC (Music Score of a Dramatic or Comedy Picture)", "True", "Henry Mancini", "", "", "1961", "(34th)"
"El Cid", "MUSIC (Music Score of a Dramatic or Comedy Picture)", "False", "Miklos Rozsa", "", "", "1961", "(34th)"
"Fanny", "MUSIC (Music Score of a Dramatic or Comedy Picture)", "False", "Morris Stoloff; Harry Sukman", "", "", "1961", "(34th)"
"The Guns of Navarone", "MUSIC (Music Score of a Dramatic or Comedy Picture)", "False", "Dimitri Tiomkin", "", "", "1961", "(34th)"
"Summer and Smoke", "MUSIC (Music Score of a Dramatic or Comedy Picture)", "False", "Elmer Bernstein", "", "", "1961", "(34th)"
"Babes in Toyland", "MUSIC (Scoring of a Musical Picture)", "False", "George Bruns", "", "", "1961", "(34th)"
